AADT_mean_x,AADT_Single_Unit_mean_x,AADT_Combination_mean_x,Future_AADT_mean_x,IRI_mean_x,Thickness_Rigid_mean_x,Thickness_Flexible_mean_x,Base_Thickness_mean_x,F_System_mode,Surface_Type_mode,Base_Type_mode_x,Rutting_mean_x,Cracking_Percent_mean_x,Faulting_mean_x,Last_Overlay_Thickness_mean_x,RHU_AV_x,FRZ_IDX_x,TEMP_AVG_x,PRECIPITATION_x,Age_x,Urban_Type_rural,Urban_Type_small urban,Urban_Type_urban,IRI_mean_y
27000,1250.0,650.0,42700.0,84.5,0.0,10.0,8.0,3,2,2,0.1,22.2,0.0,0.0,77.0,3.6,18.3,1557.4,12,0,0,1,99.0
15000,580.0,290.0,37700.0,94.0,0.0,8.0,8.0,2,2,2,0.1,1.0,0.0,0.0,77.0,3.6,18.3,1557.4,11,0,0,1,106.0
18000,530.0,360.0,25100.0,84.0,0.0,6.5,12.0,3,2,2,0.2,8.5,0.0,4.5,75.7,68.4,14.0,1488.8,38,1,0,0,95.0
4700,160.0,70.0,6000.0,142.0,0.0,8.5,12.0,3,2,2,0.1,0.0,0.0,1.5,76.9,123.0,11.9,1492.5,55,0,0,1,241.0
45000,710.0,3050.0,57600.0,117.8,9.0,1.0,4.0,2,7,2,0.1,0.5,0.0,1.0,74.2,49.8,14.6,1219.1,54,0,0,1,119.6
26000,430.0,96.0,27500.0,93.5,0.0,7.0,8.0,3,2,2,0.1,11.0,0.0,0.0,78.3,8.3,17.4,1538.4,58,0,0,1,110.0
40000,1120.0,360.0,57200.0,68.0,0.0,7.0,12.0,3,2,2,0.2,10.0,0.0,1.5,76.1,28.6,15.6,1328.6,53,0,0,1,121.0
23000,670.0,210.0,58700.0,101.7,0.0,6.5,10.0,4,2,2,0.1,15.7,0.0,1.5,73.9,36.5,15.2,1178.3,44,0,0,1,106.7
3600,150.0,83.0,6300.0,88.0,0.0,3.0,6.0,5,2,3,0.1,6.5,0.0,1.5,,,,,81,1,0,0,102.5
26000,1280.0,940.0,35900.0,111.0,0.0,6.0,8.0,4,2,2,0.2,5.0,0.0,1.5,73.9,25.5,15.9,1204.9,16,1,0,0,117.0
36000,1360.0,550.0,42200.0,121.0,0.0,7.0,13.0,3,2,3,0.2,7.5,0.0,0.0,73.9,25.5,15.9,1204.9,16,1,0,0,124.5
5300,180.0,34.0,8900.0,86.5,0.0,7.5,10.0,5,2,2,0.1,4.8,0.0,1.5,76.2,134.4,12.0,1478.0,40,1,0,0,98.0
120,9.0,2.0,700.0,175.0,0.0,0.5,8.0,5,2,2,0.2,2.0,0.0,0.0,74.8,41.0,14.4,1427.3,9,1,0,0,178.8
50418,1901.0,1034.0,52435.0,108.7,0.0,5.0,23.0,2,7,2,0.1,0.0,0.0,2.0,77.5,246.4,10.9,1398.2,21,0,0,1,118.4
52114,1991.0,771.0,57847.0,83.0,8.0,4.0,8.0,3,7,2,0.1,0.0,0.0,2.0,77.5,246.4,10.9,1398.2,79,0,0,1,102.0
57355,2191.0,849.0,63664.0,85.0,9.0,5.0,9.0,3,7,2,0.1,0.0,0.0,3.0,77.4,181.5,11.5,1387.7,85,0,0,1,104.5
53919,1736.0,679.0,59311.0,63.0,10.0,9.0,12.0,2,7,2,0.1,2.0,0.0,3.0,77.4,181.5,11.5,1387.7,71,0,0,1,93.0
126381,4487.0,1630.0,145338.0,83.5,10.0,13.0,12.0,2,7,2,0.1,0.5,0.0,3.0,77.5,309.4,10.2,1470.4,71,0,0,1,141.5
27843,1105.0,303.0,30906.0,210.0,4.0,5.0,8.0,3,7,2,0.1,1.0,0.0,2.0,77.5,309.4,10.2,1470.4,91,0,0,1,260.0
99137,3519.0,1279.0,112025.0,97.0,8.0,2.0,11.0,2,7,2,0.1,0.0,0.0,2.0,77.5,309.4,10.2,1470.4,39,0,0,1,113.0
14171,587.0,96.0,14454.0,80.0,0.0,5.0,8.0,4,7,2,0.0,0.0,0.0,3.0,78.8,44.6,13.3,1281.0,86,0,0,1,98.0
14677,608.0,100.0,14971.0,98.0,0.0,4.0,9.0,4,7,2,0.0,0.0,0.0,3.0,78.8,44.6,13.3,1281.0,98,0,0,1,140.0
1428,59.0,9.0,1457.0,160.3,8.0,4.0,8.0,4,7,2,0.0,14.7,0.0,2.0,78.8,44.6,13.3,1281.0,94,0,0,1,162.3
19297,768.0,259.0,19876.0,154.0,0.0,4.0,19.0,3,2,2,0.1,0.0,0.0,2.0,78.9,73.1,12.7,1323.9,22,0,0,1,174.0
21028,791.0,191.0,25444.0,91.0,8.0,2.0,8.0,4,7,2,0.1,4.0,0.0,3.0,78.0,130.3,12.1,1368.6,92,0,0,1,108.5
59204,2202.0,752.0,62756.0,51.0,9.0,4.0,9.0,3,7,2,0.1,2.0,0.0,3.0,77.5,309.4,10.2,1470.4,86,0,0,1,107.0
49103,1827.0,624.0,52049.0,108.4,0.0,10.0,18.0,3,2,2,0.2,1.2,0.0,2.0,77.5,309.4,10.2,1470.4,55,0,0,1,110.8
17778,857.0,517.0,21334.0,61.0,0.0,4.0,3.0,3,2,2,0.1,0.0,0.0,2.0,77.6,352.9,9.7,1347.0,27,1,0,0,96.0
107288,3809.0,1384.0,118017.0,65.0,10.0,2.0,10.0,2,7,2,0.1,0.0,0.0,2.0,77.5,309.4,10.2,1470.4,86,0,0,1,106.0
59617,2277.0,882.0,66175.0,77.0,7.0,9.0,7.0,3,7,2,0.1,17.7,0.0,2.0,77.4,181.5,11.5,1387.7,86,0,0,1,108.3
63040,2408.0,933.0,69974.0,97.0,7.0,9.0,7.0,3,7,2,0.1,31.3,0.0,2.0,77.4,181.5,11.5,1387.7,86,0,0,1,143.0
38181,1287.0,638.0,42381.0,106.0,8.0,3.0,8.0,3,7,2,0.1,0.0,0.0,3.0,77.6,352.9,9.7,1347.0,95,0,0,1,148.0
29698,1031.0,511.0,32965.0,131.4,8.0,7.0,8.0,3,7,2,0.1,0.0,0.0,2.0,77.6,352.9,9.7,1347.0,95,0,0,1,173.6
33263,1158.0,479.0,37587.0,99.0,7.0,2.0,7.0,3,7,2,0.1,7.0,0.0,2.0,77.4,181.5,11.5,1387.7,88,0,0,1,107.8
17876,862.0,520.0,21451.0,114.0,0.0,7.0,8.0,3,2,5,0.1,0.5,0.0,2.0,77.6,352.9,9.7,1347.0,48,1,0,0,129.0
19892,959.0,579.0,23870.0,88.2,0.0,7.0,8.0,3,2,5,0.1,1.0,0.0,2.0,77.6,352.9,9.7,1347.0,48,1,0,0,111.4
16340,567.0,281.0,17484.0,97.0,8.0,4.0,8.0,3,7,2,0.1,5.0,0.0,2.0,77.6,352.9,9.7,1347.0,90,0,1,0,117.0
23417,813.0,403.0,25056.0,87.0,6.0,2.0,6.0,3,7,2,0.1,4.5,0.0,3.0,77.6,352.9,9.7,1347.0,90,0,1,0,101.5
23369,811.0,402.0,25005.0,129.5,8.0,2.0,8.0,3,7,2,0.1,2.0,0.0,3.0,77.6,352.9,9.7,1347.0,90,0,1,0,150.5
21780,756.0,375.0,23305.0,101.0,8.0,3.0,8.0,3,7,2,0.2,1.5,0.0,3.0,77.6,352.9,9.7,1347.0,90,0,1,0,107.0
17604,611.0,303.0,18836.0,108.0,8.0,3.0,8.0,3,7,2,0.1,0.0,0.0,3.0,77.6,352.9,9.7,1347.0,90,0,1,0,116.5
16961,589.0,292.0,18148.0,212.0,0.0,10.0,18.0,3,2,2,0.1,2.0,0.0,3.0,77.6,352.9,9.7,1347.0,7,0,1,0,213.0
16463,571.0,283.0,17615.0,94.8,0.0,10.0,18.0,3,2,2,0.0,0.5,0.0,3.0,77.6,352.9,9.7,1347.0,7,0,1,0,97.8
15466,537.0,266.0,16549.0,112.2,0.0,10.0,18.0,3,2,2,0.1,1.8,0.0,3.0,77.6,352.9,9.7,1347.0,7,0,1,0,123.8
3075,167.0,69.0,3690.0,156.0,8.0,2.0,8.0,3,2,2,0.1,0.0,0.0,2.0,77.6,352.9,9.7,1347.0,97,1,0,0,167.7
3075,167.0,69.0,3690.0,136.5,8.0,2.0,8.0,3,2,2,0.1,0.0,0.0,2.0,77.6,352.9,9.7,1347.0,97,1,0,0,149.8
9936,385.0,124.0,11228.0,106.0,8.0,3.0,8.0,3,7,2,0.0,0.0,0.0,2.0,77.4,181.5,11.5,1387.7,95,0,0,1,128.5
16744,665.0,183.0,18586.0,113.8,6.0,2.0,6.0,3,7,2,0.1,0.0,0.0,2.0,77.4,181.5,11.5,1387.7,93,0,0,1,178.5
44172,1665.0,906.0,45939.0,85.0,0.0,6.0,10.0,2,2,5,0.1,0.0,0.0,2.0,77.5,246.4,10.9,1398.2,55,0,0,1,160.0
46240,1743.0,948.0,48090.0,94.0,7.0,5.0,7.0,2,7,2,0.1,0.7,0.0,2.0,77.5,246.4,10.9,1398.2,60,0,0,1,95.2
28656,1080.0,587.0,29802.0,83.0,7.0,6.0,7.0,2,7,2,0.1,0.0,0.0,2.0,77.5,246.4,10.9,1398.2,61,0,0,1,99.0
17168,647.0,352.0,17855.0,133.0,0.0,5.0,9.0,2,2,2,0.1,0.0,0.0,2.0,77.5,246.4,10.9,1398.2,4,0,0,1,170.0
54304,1575.0,663.0,55933.0,115.0,10.0,2.0,10.0,3,7,2,0.2,0.0,0.0,2.0,77.4,183.7,11.8,1369.8,89,0,0,1,199.8
40029,1161.0,488.0,41230.0,101.0,5.0,4.0,5.0,3,7,2,0.2,2.0,0.0,2.0,77.4,183.7,11.8,1369.8,95,0,0,1,179.0
31873,1119.0,523.0,32829.0,114.0,5.0,4.0,5.0,3,7,2,0.2,5.0,0.0,3.0,77.4,183.7,11.8,1369.8,95,0,0,1,141.0
35695,1328.0,453.0,38551.0,78.2,0.0,5.0,5.0,3,2,5,0.1,2.4,0.0,4.0,77.5,246.4,10.9,1398.2,24,0,0,1,93.4
24305,846.0,350.0,26249.0,150.0,9.0,7.0,9.0,3,7,2,0.1,11.0,0.0,4.0,77.5,246.4,10.9,1398.2,87,0,1,0,179.5
20851,724.0,359.0,23145.0,158.7,7.0,4.0,7.0,3,7,2,0.1,1.3,0.0,3.0,77.6,352.9,9.7,1347.0,87,0,1,0,178.7
15072,523.0,259.0,16730.0,123.3,0.0,4.0,7.0,3,7,2,0.1,7.3,0.0,3.0,77.6,352.9,9.7,1347.0,87,0,1,0,180.3
12446,447.0,259.0,13815.0,84.8,9.0,3.0,9.0,3,7,2,0.1,1.0,0.0,2.0,77.6,352.9,9.7,1347.0,87,0,1,0,105.2
10927,392.0,227.0,12129.0,68.0,9.0,3.0,9.0,3,7,2,0.0,0.0,0.0,2.0,77.6,352.9,9.7,1347.0,64,0,1,0,93.0
10909,392.0,227.0,12109.0,90.0,0.0,3.0,16.0,3,7,5,0.0,1.0,0.0,2.0,77.6,352.9,9.7,1347.0,64,0,1,0,95.2
8959,486.0,202.0,10213.0,126.0,0.0,4.0,16.0,3,2,5,0.2,0.2,0.0,2.0,77.6,352.9,9.7,1347.0,64,1,0,0,139.7
13125,512.0,146.0,14569.0,146.0,8.0,5.0,6.0,3,7,2,0.0,0.0,0.0,2.0,77.5,246.4,10.9,1398.2,95,0,0,1,163.0
19503,673.0,230.0,21648.0,202.5,8.0,5.0,6.0,3,7,2,0.1,0.0,0.0,2.0,77.5,246.4,10.9,1398.2,95,0,0,1,250.0
10641,415.0,118.0,11812.0,150.0,8.0,2.0,8.0,3,7,2,0.1,33.5,0.0,2.0,77.5,246.4,10.9,1398.2,90,0,0,1,152.0
18625,643.0,220.0,20674.0,91.0,0.0,5.0,7.0,3,7,2,0.0,0.0,0.0,2.0,77.5,246.4,10.9,1398.2,90,0,0,1,108.0
22359,771.0,264.0,24818.0,110.8,8.0,2.0,8.0,3,7,2,0.1,2.2,0.0,2.0,77.4,181.5,11.5,1387.7,92,0,0,1,132.5
31477,1086.0,371.0,34939.0,92.9,9.0,6.0,9.0,3,7,2,0.1,8.0,0.0,2.0,77.4,181.5,11.5,1387.7,82,0,0,1,126.4
14729,530.0,281.0,14582.0,74.0,9.0,3.0,8.0,3,7,2,0.1,0.0,0.0,3.0,77.2,144.1,12.5,1372.0,2,0,0,1,128.0
10228,368.0,195.0,11762.0,86.6,8.0,2.0,8.0,3,7,2,0.1,4.0,0.0,2.0,77.4,138.2,12.4,1389.2,90,0,0,1,98.4
7920,322.0,103.0,8158.0,71.0,6.0,4.0,6.0,3,2,2,0.1,0.2,0.0,2.0,78.9,73.1,12.7,1323.9,95,0,0,1,99.0
32283,1285.0,433.0,33251.0,76.0,6.0,2.0,6.0,3,7,2,0.1,0.6,0.0,2.0,78.9,73.1,12.7,1323.9,97,0,0,1,121.8
34372,1368.0,461.0,35403.0,109.0,5.0,3.0,5.0,3,7,2,0.1,1.0,0.0,2.0,78.9,73.1,12.7,1323.9,97,0,0,1,132.3
21984,807.0,248.0,25941.0,120.0,0.0,9.0,12.0,4,2,2,0.1,1.5,0.0,2.0,77.4,138.2,12.4,1389.2,14,0,0,1,132.0
20707,727.0,340.0,23813.0,185.0,6.0,2.0,6.0,3,7,2,0.2,0.0,0.0,2.0,77.4,138.2,12.4,1389.2,90,0,0,1,197.0
9793,352.0,204.0,10870.0,125.0,9.0,5.0,9.0,3,7,2,0.1,2.5,0.0,2.0,77.6,352.9,9.7,1347.0,64,0,0,1,149.5
8040,437.0,182.0,9166.0,78.0,9.0,5.0,9.0,3,7,2,0.0,3.0,0.0,2.0,77.6,352.9,9.7,1347.0,64,1,0,0,97.0
9308,505.0,210.0,10611.0,120.0,8.0,5.0,8.0,3,7,2,0.0,7.0,0.0,3.0,77.6,352.9,9.7,1347.0,90,1,0,0,126.0
59440,2384.0,612.0,65384.0,122.0,0.0,13.0,16.0,3,2,2,0.1,0.0,0.0,2.0,77.5,309.4,10.2,1470.4,9,0,0,1,132.0
138633,5559.0,1428.0,152496.0,122.0,0.0,13.0,16.0,3,2,2,0.2,1.3,0.0,2.0,77.5,309.4,10.2,1470.4,9,0,0,1,137.3
118519,4753.0,1221.0,130371.0,88.5,0.0,3.0,8.0,3,2,2,0.1,0.0,0.0,2.0,77.5,309.4,10.2,1470.4,42,0,0,1,159.0
28082,1118.0,376.0,29205.0,93.0,0.0,11.0,9.0,3,7,5,0.1,0.0,0.0,2.0,78.8,44.6,13.3,1281.0,53,0,0,1,96.5
13858,574.0,94.0,14135.0,137.7,0.0,4.0,8.0,4,7,2,0.2,2.0,0.0,2.0,78.8,44.6,13.3,1281.0,92,0,0,1,161.7
8939,370.0,58.0,9118.0,142.0,9.0,4.0,9.0,4,7,2,0.2,0.0,0.0,2.0,78.8,44.6,13.3,1281.0,83,0,0,1,148.0
19300,768.0,259.0,20072.0,149.0,8.0,9.0,8.0,3,7,2,0.2,0.0,0.0,2.0,78.8,44.6,13.3,1281.0,90,0,0,1,164.0
2892,143.0,36.0,3123.0,87.7,8.0,4.0,8.0,4,7,2,0.2,2.4,0.0,2.0,78.8,44.6,13.3,1281.0,89,1,0,0,106.4
4229,209.0,52.0,4736.0,90.0,8.0,4.0,8.0,4,7,2,0.1,0.0,0.0,2.0,77.4,138.2,12.4,1389.2,89,1,0,0,97.0
3341,165.0,41.0,3742.0,105.5,8.0,4.0,8.0,4,7,2,0.1,0.9,0.0,2.0,77.4,138.2,12.4,1389.2,89,1,0,0,114.6
14846,759.0,288.0,16034.0,150.7,8.0,2.0,8.0,3,7,2,0.3,6.2,0.0,2.0,77.4,138.2,12.4,1389.2,92,1,0,0,151.3
16064,840.0,210.0,17349.0,128.0,8.0,2.0,8.0,3,7,2,0.6,3.0,0.0,2.0,77.4,138.2,12.4,1389.2,92,1,0,0,134.5
15093,554.0,171.0,17810.0,144.5,0.0,8.0,14.0,4,2,2,0.1,6.8,0.0,2.0,77.4,138.2,12.4,1389.2,16,0,0,1,145.0
12597,511.0,164.0,13227.0,274.5,8.0,3.0,8.0,3,7,2,0.4,0.2,0.0,2.0,77.4,138.2,12.4,1389.2,88,0,0,1,277.0
9864,400.0,128.0,10357.0,79.5,8.0,3.0,8.0,3,7,2,0.2,0.0,0.0,2.0,77.4,138.2,12.4,1389.2,88,0,0,1,109.5
5917,292.0,73.0,6390.0,97.8,8.0,3.0,8.0,4,7,2,0.1,4.8,0.0,2.0,78.8,44.6,13.3,1281.0,88,1,0,0,132.7
5031,249.0,62.0,5433.0,141.7,8.0,3.0,8.0,4,7,2,0.1,5.7,0.0,2.0,78.8,44.6,13.3,1281.0,88,1,0,0,148.4
9230,382.0,60.0,9415.0,100.7,8.0,4.0,8.0,4,7,2,0.1,0.0,0.0,2.0,78.8,44.6,13.3,1281.0,91,0,0,1,118.7
4429,219.0,54.0,4606.0,84.3,7.0,2.0,7.0,4,7,2,0.1,0.0,0.0,2.0,78.9,73.1,12.7,1323.9,82,1,0,0,96.7
2631,130.0,32.0,2736.0,103.0,8.0,2.0,8.0,4,7,2,0.1,6.0,0.0,2.0,78.9,73.1,12.7,1323.9,91,1,0,0,110.0
10187,414.0,132.0,10493.0,119.0,9.0,4.0,9.0,3,7,2,0.1,0.0,0.0,2.0,78.9,73.1,12.7,1323.9,76,0,0,1,128.0
10166,455.0,102.0,10573.0,70.8,9.0,4.0,9.0,4,7,2,0.2,0.3,0.0,2.0,78.9,73.1,12.7,1323.9,100,1,0,0,98.9
13681,566.0,93.0,14775.0,88.5,9.0,4.0,9.0,4,7,2,0.1,26.5,0.0,2.0,78.9,73.1,12.7,1323.9,100,0,1,0,107.5
17011,890.0,223.0,17862.0,102.5,0.0,4.0,20.0,2,2,2,0.2,10.2,0.0,1.0,77.4,138.2,12.4,1389.2,50,1,0,0,117.2
16773,906.0,621.0,17947.0,105.5,0.0,7.0,16.0,2,2,2,0.2,10.2,0.0,3.0,77.4,138.2,12.4,1389.2,50,0,0,1,116.2
10726,386.0,205.0,11691.0,164.0,8.0,4.0,8.0,3,7,2,0.1,0.0,0.0,3.0,77.4,183.7,11.8,1369.8,86,0,1,0,247.0
13531,528.0,150.0,16102.0,112.8,6.0,2.0,6.0,3,7,2,0.1,0.1,0.0,2.0,78.0,130.3,12.1,1368.6,88,0,0,1,131.4
23044,1588.0,652.0,27422.0,120.1,8.0,0.0,8.0,3,7,2,0.1,0.0,0.0,2.0,78.0,130.3,12.1,1368.6,88,1,0,0,120.3
41679,1209.0,508.0,42929.0,106.2,7.0,2.0,8.0,3,7,2,0.1,30.2,0.0,2.0,77.4,183.7,11.8,1369.8,77,0,0,1,120.0
67261,1951.0,821.0,73314.0,98.0,9.0,5.0,9.0,3,7,2,0.1,0.0,0.0,3.0,77.4,183.7,11.8,1369.8,88,0,0,1,121.0
55499,1609.0,677.0,60494.0,63.0,0.0,12.0,10.0,3,2,2,0.2,0.0,0.0,2.0,77.4,183.7,11.8,1369.8,6,0,0,1,143.0
59476,1725.0,726.0,64829.0,93.3,9.0,6.0,9.0,3,7,2,0.1,0.0,0.0,3.0,77.4,183.7,11.8,1369.8,88,0,0,1,123.2
56348,1634.0,687.0,61419.0,112.3,9.0,3.0,9.0,3,7,2,0.2,0.0,0.0,3.0,77.4,183.7,11.8,1369.8,88,0,0,1,180.0
14135,585.0,96.0,15124.0,98.0,6.0,3.0,6.0,4,7,2,0.0,6.0,0.0,3.0,77.4,138.2,12.4,1389.2,97,0,1,0,99.0
16042,664.0,109.0,17165.0,133.0,6.0,3.0,6.0,4,7,2,0.1,1.3,0.0,3.0,77.4,138.2,12.4,1389.2,97,0,1,0,136.0
15555,644.0,106.0,16644.0,149.5,6.0,3.0,6.0,4,7,2,0.1,8.5,0.0,3.0,77.4,138.2,12.4,1389.2,97,0,1,0,202.0
44181,0.0,0.0,51250.0,185.0,0.0,8.0,20.0,1,7,2,0.2,0.0,0.0,2.0,77.6,352.9,9.7,1347.0,43,0,0,1,195.0
51508,1664.0,7278.0,53053.0,64.7,6.0,3.0,12.0,1,7,2,0.2,0.4,0.0,2.0,77.6,352.9,9.7,1347.0,43,1,0,0,97.3
59054,1907.0,8344.0,60826.0,60.5,0.0,15.0,18.0,1,2,2,0.2,0.5,0.0,1.0,77.6,352.9,9.7,1347.0,47,1,0,0,98.0
64750,1049.0,9149.0,66693.0,62.7,0.0,15.0,18.0,1,2,2,0.1,0.7,0.0,1.0,77.6,352.9,9.7,1347.0,47,1,0,0,93.7
4973,202.0,65.0,5172.0,100.0,8.0,10.0,8.0,3,7,2,0.0,1.5,0.0,2.0,78.8,44.6,13.3,1281.0,15,0,0,1,102.0
6217,328.0,84.0,6652.0,109.5,0.0,9.0,20.0,4,2,2,0.1,3.7,0.0,2.0,77.6,352.9,9.7,1347.0,10,1,0,0,123.6
155638,4171.0,6692.0,178984.0,95.0,0.0,12.5,7.0,1,2,2,0.0,0.0,0.0,2.5,77.5,246.4,10.9,1398.2,3,0,0,1,122.0
155638,0.0,0.0,186766.0,72.0,0.0,12.5,7.0,1,2,2,0.0,3.0,0.0,2.5,77.4,181.5,11.5,1387.7,3,1,0,0,104.0
155638,4171.0,6692.0,177427.0,102.3,0.0,12.5,7.0,1,2,2,0.0,0.0,0.0,5.0,77.4,181.5,11.5,1387.7,18,0,0,1,104.3
247870,0.0,0.0,285051.0,121.3,0.0,12.5,7.0,1,2,2,0.3,26.5,0.0,5.0,77.4,181.5,11.5,1387.7,12,0,0,1,144.2
247870,0.0,0.0,285051.0,115.5,0.0,12.5,7.0,1,2,2,0.1,43.0,0.0,2.5,77.4,181.5,11.5,1387.7,5,0,0,1,192.0
84901,2454.0,5077.0,94240.0,92.0,0.0,12.5,7.0,1,2,2,0.1,0.0,0.0,5.0,77.5,309.4,10.2,1470.4,3,0,0,1,123.0
