,AADT_mean_x,AADT_Single_Unit_mean_x,AADT_Combination_mean_x,Future_AADT_mean_x,IRI_mean_x,Thickness_Rigid_mean_x,Thickness_Flexible_mean_x,Base_Thickness_mean_x,F_System_mode,Surface_Type_mode,Base_Type_mode_x,Rutting_mean_x,Cracking_Percent_mean_x,Faulting_mean_x,Last_Overlay_Thickness_mean_x,RHU_AV_x,FRZ_IDX_x,TEMP_AVG_x,PRECIPITATION_x,Age_x,Urban_Type_rural,Urban_Type_small urban,Urban_Type_urban,IRI_mean_y
10,11420.0,298.0,546.0,15500.0,153.0,4.0,4.0,4.0,4.0,7.0,3.0,0.2,34.0,0.0,2.0,74.8,250.6,12.3,1256.9,84.0,0.0,1.0,0.0,173.0
11,1309.0,96.0,122.0,1456.0,86.8,0.0,6.0,16.0,5.0,2.0,2.0,0.1,0.5,0.0,1.0,84.0,1194.9,3.9,1448.3,2.0,1.0,0.0,0.0,131.7
12,2030.0,142.0,61.0,3016.0,186.0,0.0,3.0,2.0,5.0,6.0,2.0,0.2,0.5,0.0,2.0,84.0,25.0,9.4,1628.8,29.0,0.0,0.0,1.0,193.0
13,4599.790309380657,275.09698674446787,46.09367666164745,5900.006406119191,143.072388788126,0.0,3.0439624484690633,11.081555936796377,5.0,2.0,2.0,0.021665225443798203,0.022096533139806866,0.10165967078137915,1.580933094024625,77.70200646788726,397.04573515884675,9.330109666328358,1337.7565724696594,51.04845475784773,1.0,0.0,0.0,147.0
14,520.0,35.0,57.0,590.0,62.7,0.0,7.5,8.0,3.0,6.0,3.0,0.0,3.0,0.0,3.0,39.9,73.9,11.5,311.6,27.0,1.0,0.0,0.0,75.8
15,2300.0,149.0,25.0,2800.0,205.0,0.0,4.0,11.0,5.0,2.0,2.0,0.1,3.0,0.0,4.0,78.9,489.4,8.6,1569.7,15.0,0.0,0.0,1.0,240.0
16,39108.0,1756.0,9559.0,50661.0,103.0,10.0,4.5,16.0,1.0,7.0,5.0,0.1,0.0,0.0,4.5,77.2,299.4,10.4,1358.6,60.0,1.0,0.0,0.0,114.0
17,30000.0,1852.0,2418.0,38600.0,43.0,0.0,12.0,19.0,1.0,6.0,5.0,0.1,0.5,0.0,1.0,77.9,386.5,9.3,1426.3,59.0,0.0,0.0,1.0,71.5
18,9100.20443633881,304.82622203683064,186.11804256136764,11483.960683473386,129.95680999311975,0.0,1.9677551424664783,7.96008887182549,3.0,6.0,2.0,0.04418616125362663,1.2618236953278732,0.0,1.5193799570531552,76.04228027587186,0.0,21.91635922993732,1129.0358407424058,17.987705345790857,0.0,0.0,1.0,145.0
19,23662.0,598.0,348.0,26882.0,119.0,0.0,3.0,8.0,3.0,2.0,2.0,0.1,8.0,0.0,0.0,77.4,0.0,23.1,1332.6,17.0,0.0,0.0,1.0,134.0
20,2474.0,188.0,133.0,3464.0,101.3,0.0,7.1,9.9,3.0,6.0,2.0,0.3,3.1,0.0,1.8,88.3,5.3,9.7,2024.6,70.0,1.0,0.0,0.0,102.1
21,1650.0574938370557,66.007004614668,40.086222101958754,1800.1811572558738,200.8603373907688,0.0,6.073571020382927,9.077659891129432,5.0,2.0,2.0,0.243788594273417,0.0,0.061720695385163095,1.5485335503974489,70.71985397469487,1248.2852801697363,5.469838154129424,779.5575587155806,45.95333220178548,0.0,1.0,0.0,274.0
22,6400.0,282.0,88.0,7700.0,118.0,0.0,5.0,4.0,4.0,6.0,2.0,0.1,5.0,0.0,2.0,77.6,254.6,10.4,1398.8,47.0,0.0,0.0,1.0,143.0
23,8354.0,468.0,150.0,9280.0,84.7,0.0,11.0,22.0,4.0,6.0,2.0,0.1,0.7,0.0,1.0,81.2,622.0,7.4,1444.6,15.0,1.0,0.0,0.0,110.0
24,8301.0,500.0,150.0,12700.0,189.0,8.0,8.0,4.0,4.0,7.0,3.0,0.1,15.0,0.0,2.0,74.9,392.3,10.7,1074.9,26.0,0.0,0.0,1.0,236.2
25,22899.969443387294,1130.9950219402103,647.0774908198084,30899.94346354042,219.5582662048685,7.991051708683256,3.168268990306159,9.010885082816579,3.0,7.0,2.0,0.319640326683815,13.865507413170203,0.008544774875755575,2.4496963103786267,77.40897046879472,254.69640100128805,10.34746506170742,1398.6258861494257,55.78621130620282,0.0,0.0,1.0,233.0
26,2102.9322388776814,19.93024982241183,0.7958200709482742,2461.917546886343,163.9237115234996,0.19869741376731645,9.955407779491171,6.149734405310821,5.0,2.0,2.0,0.16392044185562374,10.063725126786068,0.010178156213345606,9.973576517358863,77.60282900668726,459.2128174368625,8.660927836599607,1412.0276623641628,12.937764295539685,1.0,0.0,0.0,179.0
27,27842.981046843383,1104.8326698672959,302.95305160836654,30906.0261758849,210.23769100095066,3.811789607456007,4.960754531389512,8.070346638365296,3.0,7.0,2.0,0.06184578035941275,0.9987530621484756,0.09830812868361949,2.0295148164370063,77.57284535668991,309.4282639127363,10.20977161539402,1470.5370009239632,91.05777920425595,0.0,0.0,1.0,260.0
28,1741.032371041471,218.8993639484957,344.9945981465183,2006.0825528873781,89.16788561729452,0.0,4.053155934432299,14.054809763322902,4.0,6.0,2.0,0.0646290816984244,4.381895819037753,0.0,1.0582784389250537,83.2761680394749,1072.3042919552931,4.77322956656407,1527.1869808653123,27.835595381093743,0.0,0.0,1.0,157.2
29,44908.0,3693.0,11346.0,58174.0,58.2,10.0,5.5,16.0,1.0,7.0,5.0,0.1,0.0,0.0,3.5,77.2,299.4,10.4,1358.6,68.0,1.0,0.0,0.0,63.2
30,1536.9979464834316,50.02361399055055,123.96491359876401,1714.136445320127,164.83239583172664,0.06398310743173746,9.935700268352745,5.939605108138795,6.0,6.0,3.0,0.20283480042975377,7.0898275220941525,0.0,2.1271494589250213,76.17166554236324,332.01688483293884,10.90639300092818,1166.86576394696,67.10309604273002,0.0,0.0,1.0,172.0
31,2658.940286278955,91.07800660910382,10.03739731506872,3043.1239001954523,271.82616860151785,0.0,5.973929547834833,4.837346554533002,5.0,2.0,3.0,0.11975328617204176,8.130779060643707,0.0,1.5499384320667786,78.93834630752843,516.1246121345225,8.065781498024588,1394.0716343154152,117.11739798637514,0.0,1.0,0.0,295.0
32,2900.0,525.0,292.0,3300.0,68.7,0.0,7.5,12.0,3.0,6.0,2.0,0.2,0.5,0.0,4.0,70.3,169.2,7.3,532.3,53.0,1.0,0.0,0.0,71.8
33,13300.0,1635.0,411.0,16093.0,81.4,0.0,10.0,12.0,2.0,2.0,2.0,0.7,36.0,0.0,2.0,73.3,10.8,17.4,1213.1,58.0,0.0,0.0,1.0,92.0
34,9574.0,557.0,250.0,13500.0,204.0,4.0,4.0,4.0,5.0,7.0,3.0,0.2,0.0,0.0,2.0,73.7,245.5,12.5,1221.6,43.0,0.0,0.0,1.0,255.8
35,46234.0,2081.0,7661.0,56036.0,132.0,13.0,0.0,14.0,1.0,3.0,2.0,0.0,0.0,0.0,13.0,77.7,393.9,9.3,1382.1,20.0,0.0,0.0,1.0,161.0
36,39000.0,1553.0,1838.0,45000.0,36.0,0.0,16.5,3.0,1.0,6.0,2.0,0.1,0.0,0.0,2.0,55.2,175.0,8.7,426.6,47.0,1.0,0.0,0.0,39.0
37,2500.0,77.0,229.0,3500.0,39.4,0.0,11.0,9.0,3.0,6.0,2.0,0.0,0.0,0.0,4.0,40.3,105.2,10.7,243.9,41.0,1.0,0.0,0.0,39.9
38,4253.0,229.0,47.0,5507.0,169.0,0.0,1.0,13.0,4.0,6.0,2.0,0.4,11.0,0.0,1.0,83.6,978.5,5.1,1469.2,94.0,1.0,0.0,0.0,221.5
39,30297.0,576.0,121.0,42420.0,154.9,0.0,3.0,8.0,3.0,2.0,3.0,0.1,0.4,0.0,1.5,39.5,3.1,17.3,240.0,27.0,0.0,0.0,1.0,157.2
40,692.0,31.0,4.0,760.0,185.5,0.0,7.5,8.0,5.0,2.0,2.0,0.2,3.0,0.0,2.0,76.3,330.1,10.3,1280.2,57.0,0.0,0.0,1.0,193.0
41,6950.8372944191,249.9844602967368,13.914320955059686,7722.062491312721,164.70319506777912,0.0,5.918521996196283,22.005229433993502,4.0,6.0,2.0,0.2541326922943573,0.3881974327763174,0.0,1.6343617013762997,81.19363446147484,622.1041764942837,7.346759921262951,1444.5498050068345,23.86973462416442,0.0,0.0,1.0,179.3
42,1190.0,50.0,325.0,1428.0,40.2,0.0,7.0,14.0,3.0,2.0,2.0,0.1,0.0,0.0,2.0,67.5,946.1,6.7,637.3,18.0,1.0,0.0,0.0,52.6
43,18000.05251475099,403.88768473862524,189.95137498915182,20368.158561835586,97.12412402171422,0.0,2.123089932253407,7.934409001068929,3.0,2.0,2.0,0.12648133701911463,0.9188452568603594,0.09331791742700692,0.0,73.07954645451218,0.0,25.234890313564506,1154.7938499823547,10.978510341354275,0.0,0.0,1.0,157.0
44,9056.077263059775,419.9928768720237,214.0763623282539,11730.92489807806,156.983461042819,7.939264457865826,5.328537618867146,7.891162472624969,3.0,7.0,3.0,0.30260951983056933,9.971108503492701,0.0,2.5111849538898796,77.32425951232457,299.3769194913397,10.561079876601283,1358.614857951052,65.04146053084631,1.0,0.0,0.0,181.0
45,21455.0,1140.0,575.0,26079.0,134.0,0.0,5.0,10.0,3.0,2.0,2.0,0.1,0.0,0.0,1.5,77.3,280.3,10.6,1358.9,53.0,0.0,0.0,1.0,138.0
46,14676.82259444345,608.0482483472591,99.96306895619665,14971.004546083543,97.90233833319908,0.0,4.098008328346711,9.040696737093574,4.0,7.0,2.0,0.0,0.007400503314732675,0.08805225091935057,3.205095297316398,78.73812794978751,44.57295689493207,13.114191921818035,1281.0174043501909,97.97204488157732,0.0,1.0,0.0,140.0
47,11466.0,452.0,438.0,16052.0,149.0,0.0,7.2,7.8,3.0,6.0,2.0,0.1,4.0,0.0,7.2,59.1,62.4,12.3,438.0,21.0,0.0,0.0,1.0,206.0
48,1899.9962184897577,90.07806614264541,21.868160681357466,2900.0289285740405,157.28586381207947,0.015021035232344729,9.046716522171982,7.056160434695458,5.0,6.0,3.0,0.058427944125017284,3.5103576907773104,0.0,2.476667240813156,78.05872276656409,216.03210225266753,10.492299297901402,1435.1803941769344,16.921121549113096,0.0,1.0,0.0,173.0
49,3706.0,120.0,28.0,4492.0,82.5,9.0,4.0,7.0,3.0,7.0,2.0,0.1,0.0,0.0,13.0,77.7,393.9,9.3,1382.1,117.0,0.0,0.0,1.0,85.5
50,2100.0,90.0,160.0,2200.0,151.3,5.2,5.2,4.0,4.0,7.0,3.0,0.2,43.0,0.0,2.0,75.6,458.4,10.0,1082.1,88.0,1.0,0.0,0.0,161.7
51,7000.0,872.0,132.0,8800.0,142.0,0.0,8.0,6.0,3.0,2.0,2.0,0.3,4.0,0.0,0.0,84.3,5.4,10.7,1294.0,17.0,0.0,1.0,0.0,145.0
52,21647.0,455.0,5196.0,21703.0,58.0,12.0,0.0,18.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,78.6,272.6,9.4,1097.5,8.0,0.0,1.0,0.0,61.0
53,14000.0,711.0,260.0,16700.0,149.0,8.0,3.0,8.0,4.0,7.0,2.0,0.3,27.0,0.0,3.5,77.8,330.7,9.9,1303.1,59.0,0.0,0.0,1.0,167.0
54,6155.0,669.0,170.0,7700.0,144.5,8.0,8.0,4.0,4.0,7.0,3.0,0.1,12.0,0.0,2.0,73.9,506.2,10.1,1061.3,7.0,0.0,0.0,1.0,165.0
55,8799.975304397256,169.96996770731337,237.88510761216912,11703.973723859002,197.2969030083557,0.04278992828751744,5.948379484420683,4.388424414588167,4.0,2.0,5.0,0.4025442823360939,6.356502715708079,0.0,2.08344867103475,73.08019935805835,24.93626419235187,15.905386302372989,1161.6179271025705,5.870512915441271,1.0,0.0,0.0,245.0
56,1800.0,54.0,161.0,3000.0,40.4,0.0,4.0,7.0,3.0,6.0,5.0,0.0,0.0,0.0,4.0,34.7,11.1,15.0,178.0,36.0,1.0,0.0,0.0,44.8
57,980.0,137.0,102.0,990.0,128.4,0.0,5.0,8.0,3.0,6.0,2.0,0.2,0.2,0.0,2.0,52.9,278.4,8.1,560.1,43.0,1.0,0.0,0.0,130.3
58,1854.9194727809506,59.99786089505899,149.95646014330586,2068.0136641721747,113.2539331678549,0.0,9.99031437302125,6.086993250257997,5.0,6.0,3.0,0.16104706732932444,13.054500611881902,0.03952219814334183,1.875220966119546,76.09195513971198,331.7418150651535,10.706639898760121,1166.9943108520158,67.07092485038035,0.0,1.0,0.0,141.6
59,1399.8666535851967,78.96004707888954,12.984591218099771,1799.9818952731341,166.33618345456802,0.0,4.380553197936717,3.9538418998718425,5.0,6.0,2.0,0.1755989479573529,1.7494755637856827,0.00433528953969812,1.8508818262545135,77.53648392445687,254.58439821314295,10.389337422009767,1398.8162584835902,67.09303613265375,1.0,0.0,0.0,187.5
60,5201.0,208.0,125.0,5500.0,142.0,0.0,6.5,18.0,5.0,6.0,2.0,0.1,0.0,0.0,6.5,76.1,838.2,7.6,1085.5,37.0,0.0,0.0,1.0,172.0
61,2000.0,100.0,17.0,2600.0,104.0,0.0,7.0,15.0,6.0,6.0,5.0,0.1,0.0,0.0,2.5,77.6,254.6,10.4,1398.8,35.0,0.0,0.0,1.0,110.0
62,2551.0,156.0,24.0,3092.0,178.0,0.0,7.5,9.0,4.0,2.0,2.0,0.3,7.0,0.0,8.5,77.7,393.9,9.3,1382.1,52.0,0.0,0.0,1.0,195.0
63,13999.0,872.0,374.0,20802.0,116.0,0.0,3.0,3.0,3.0,6.0,2.0,0.3,33.7,0.0,3.0,85.0,42.2,8.2,2543.6,29.0,0.0,1.0,0.0,138.7
64,2099.968447121921,94.0098235902801,17.06847684080566,2200.0656821905345,171.05134619989144,0.0008427967700696967,3.990160024305038,12.164100933721985,4.0,6.0,2.0,0.04838296351867919,0.9334769426756099,0.016607960858697337,1.8560354280649949,79.12090431821639,489.39847311435835,8.6506447387683,1569.642938258044,37.170480980635965,0.0,0.0,1.0,182.0
65,2922.0,166.0,110.0,2930.0,88.4,6.5,8.5,2.0,4.0,7.0,2.0,0.1,14.2,0.0,2.5,77.2,107.8,13.1,1338.5,65.0,1.0,0.0,0.0,91.7
66,1899.9658460825797,90.05131508689881,21.978959190666405,2900.102216556055,157.4400460980376,0.01827524090702548,9.05501421491419,6.909494707080121,5.0,6.0,3.0,0.033323867905544785,3.58343332064349,0.017718296205612046,2.4659275949825754,78.05745115930266,215.90399824146974,10.29075997961925,1435.2961465290296,16.986510910008224,0.0,1.0,0.0,173.0
67,5461.0,294.0,59.0,7071.0,114.0,0.0,3.0,44.0,4.0,6.0,2.0,0.2,13.0,0.0,1.0,81.9,776.7,6.5,1396.5,58.0,1.0,0.0,0.0,154.0
68,4715.0,269.0,155.0,6159.0,176.0,0.0,6.5,13.0,4.0,2.0,5.0,0.6,0.0,0.0,2.0,76.8,234.8,11.3,1352.4,110.0,1.0,0.0,0.0,205.0
69,9750.0,594.0,415.0,9756.0,84.5,8.0,7.5,14.0,3.0,7.0,2.0,0.2,5.5,0.0,2.0,75.1,291.4,10.5,1137.7,65.0,0.0,0.0,1.0,106.2
70,2652.0,17.0,22.0,2950.0,65.0,0.0,8.0,9.0,5.0,6.0,2.0,0.2,0.0,0.0,1.5,73.5,1463.6,4.4,869.8,52.0,0.0,1.0,0.0,83.0
71,1149.0,27.0,124.0,1464.0,74.5,0.0,10.0,6.0,4.0,6.0,2.0,0.1,27.0,0.0,1.8,74.8,388.0,10.1,1082.3,87.0,1.0,0.0,0.0,90.5
72,16116.155343156008,507.2790140254911,138.1173281431304,18579.99611123561,221.0018407570448,0.1001867828678069,6.032714813535128,4.014101145678925,4.0,2.0,2.0,0.1466721035301527,1.0068093726396812,0.0,1.527697808001469,76.48177276838035,209.83266848125407,11.554174249673581,1454.375121728699,65.12151188143159,0.0,1.0,0.0,281.0
73,10704.053257679372,246.00628791649493,106.08149378075031,15906.009000649254,213.92876222602663,0.014622282741245588,3.058696402702302,12.112256877217039,4.0,6.0,2.0,0.14395539137393348,2.1141786555074025,0.19792967179878798,1.9263550547441715,83.3082954027848,56.910595784959845,8.379161313838258,2080.8266720174997,29.120575460407107,0.0,0.0,1.0,254.0
74,2625.0,70.0,4.0,2927.0,118.2,0.0,10.0,6.0,5.0,6.0,3.0,0.1,4.8,0.0,2.0,77.2,289.2,10.1,1183.5,67.0,0.0,0.0,1.0,129.5
75,3102.0,138.0,60.0,3243.0,65.5,0.0,6.5,4.0,5.0,2.0,2.0,0.0,0.0,0.0,4.0,77.6,395.4,9.5,1362.7,117.0,1.0,0.0,0.0,75.0
76,19214.950153224687,326.94455289780143,384.05736368971384,21520.09943152072,115.95998788861856,0.0,10.117343801949135,23.909964670050023,3.0,6.0,2.0,0.0,0.5960569475982036,0.042905161525528056,0.8152919533666785,80.89933654046331,756.3231215730688,6.993551420059797,1362.0844320570602,15.069638745102315,1.0,0.0,0.0,138.5
77,1525.0,183.0,26.0,1898.0,138.3,0.0,3.2,18.0,4.0,2.0,2.0,0.2,1.0,0.0,1.0,87.6,4.0,10.0,1914.9,28.0,0.0,1.0,0.0,156.3
78,12900.0,716.0,536.0,17000.0,38.0,0.0,9.0,6.0,2.0,6.0,2.0,0.1,0.0,0.0,3.5,77.8,397.1,9.3,1337.7,44.0,0.0,1.0,0.0,41.5
79,2609.0,114.0,205.0,2800.0,110.3,5.5,5.5,4.0,3.0,7.0,3.0,0.1,51.8,0.0,2.0,72.9,331.1,11.7,1035.8,53.0,1.0,0.0,0.0,119.5
80,4837.079072719876,300.0433174026045,115.96804539435999,5416.92416956419,155.23202341572895,0.06167973292102513,3.986658678644836,13.958991274828543,4.0,6.0,2.0,0.12575795550004115,3.5028691669944574,0.09034436187653812,1.1709188952625726,81.11475362489034,756.099977318637,6.673243906490895,1362.017442738895,17.887112543572602,0.0,1.0,0.0,171.9
81,5163.0,222.0,57.0,5910.0,94.3,0.0,6.0,22.0,4.0,2.0,2.0,0.2,1.5,0.0,1.2,81.8,815.0,6.3,1323.6,3.0,0.0,0.0,1.0,109.8
82,12299.78409036028,288.95387717335296,288.96814535231255,13007.059166597031,142.29729346750202,0.12345149542134622,2.0631708247140983,8.16791715231873,3.0,2.0,2.0,0.06441308224432285,0.0,0.0,0.2055070683666308,75.34933793360507,0.1561036471974931,24.72919030969658,1089.9981282439803,10.989282226476893,0.0,1.0,0.0,148.3
83,50159.02176572686,1540.0335775221579,521.8281994380694,70222.94770572308,85.68699693518039,0.0764973027364147,10.139440692500337,24.05066374092797,2.0,6.0,2.0,0.12845051144143668,0.14075606134481425,0.004853872769300068,1.6183778691817188,84.49360045824841,61.41780961544228,8.185258210217729,2487.971726596019,16.157017010848946,0.0,1.0,0.0,213.0
84,13923.0,363.0,78.0,19492.0,99.9,0.0,5.2,28.8,3.0,6.0,2.0,0.2,16.4,0.0,1.8,82.7,44.3,9.6,1629.7,44.0,0.0,0.0,1.0,102.7
85,29500.0,672.0,390.0,33515.0,99.3,0.0,3.0,8.0,3.0,2.0,2.0,0.2,0.0,0.0,0.0,77.4,0.0,23.1,1332.6,17.0,0.0,0.0,1.0,115.0
86,32681.0,1380.0,259.0,32776.0,76.0,0.0,9.5,16.0,3.0,6.0,2.0,0.3,5.0,0.0,2.5,75.9,199.1,11.8,1340.9,35.0,0.0,0.0,1.0,89.0
87,3600.0,174.0,76.0,4000.0,82.5,0.0,15.0,21.0,3.0,6.0,5.0,0.1,0.0,0.0,2.5,77.6,254.6,10.4,1398.8,29.0,0.0,0.0,1.0,85.5
88,13000.0,264.0,3212.0,13900.0,36.5,0.0,12.0,17.0,1.0,6.0,2.0,0.1,0.0,0.0,2.5,61.5,53.9,11.4,322.8,53.0,1.0,0.0,0.0,37.2
89,3955.074135419256,179.9751102260418,95.07886609279558,5324.942056476012,255.74463674372458,0.01854134381025414,1.9708345102826819,6.064346204686845,4.0,2.0,2.0,0.16176006085116293,4.182175600669078,0.0,0.028235078869683128,72.26464404396191,244.04032652420506,12.744394258671866,1065.846932429651,8.951654607067383,1.0,0.0,0.0,262.7
90,1614.0,186.0,60.0,1792.0,103.6,0.0,6.0,16.0,5.0,2.0,2.0,0.2,1.0,0.0,1.0,81.2,622.0,7.4,1444.6,2.0,0.0,0.0,1.0,112.0
91,16772.0,1145.0,951.0,18500.0,90.2,8.5,0.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,72.6,855.2,7.7,1008.6,20.0,0.0,0.0,1.0,109.0
92,1900.0,292.0,137.0,2000.0,126.7,0.0,5.0,8.0,3.0,6.0,2.0,0.2,1.0,0.0,2.0,52.9,278.4,8.1,560.1,43.0,1.0,0.0,0.0,127.2
93,15078.0,1744.0,3028.0,16821.0,37.0,10.0,6.5,18.0,1.0,7.0,3.0,0.1,0.0,0.0,2.0,78.1,451.6,8.9,1382.0,48.0,1.0,0.0,0.0,42.3
94,8800.0,223.0,249.0,12408.0,141.1,0.0,6.0,4.5,4.0,2.0,5.0,0.5,10.7,0.0,2.0,75.4,10.8,17.3,1243.9,27.0,0.0,1.0,0.0,160.8
95,2370.0,35.0,30.0,3255.0,90.0,0.0,6.0,2.0,5.0,6.0,2.0,0.1,0.7,0.0,1.0,73.2,212.6,12.8,1078.5,89.0,1.0,0.0,0.0,92.8
96,1303.0,61.0,52.0,1501.0,125.4,0.0,6.0,16.0,5.0,6.0,2.0,0.2,1.1,0.0,1.0,83.2,1072.5,4.8,1527.0,20.0,1.0,0.0,0.0,211.5
97,50000.0,1800.0,3990.0,68500.0,111.0,9.0,0.5,4.0,1.0,6.0,2.0,0.1,0.0,0.0,2.5,75.1,56.1,14.5,1225.7,48.0,1.0,0.0,0.0,117.0
98,12500.0,686.0,4348.0,17500.0,49.7,0.0,11.5,9.0,1.0,6.0,2.0,0.1,0.0,0.0,2.0,70.0,77.6,9.9,442.0,51.0,1.0,0.0,0.0,50.0
99,12200.0,437.0,516.0,25000.0,65.0,0.0,4.5,8.0,3.0,2.0,3.0,0.1,0.0,0.0,0.0,55.2,175.0,8.7,426.6,16.0,0.0,0.0,1.0,67.0
100,7100.0,666.0,259.0,10500.0,101.6,0.0,9.5,8.0,3.0,6.0,2.0,0.2,1.1,0.0,2.0,87.0,3.1,10.0,1610.0,36.0,1.0,0.0,0.0,109.6
101,28758.0,1553.0,316.0,41903.0,33.0,0.0,5.5,6.0,1.0,6.0,3.0,0.2,1.0,0.0,1.0,81.0,695.3,7.1,1354.0,24.0,0.0,1.0,0.0,37.5
102,5988.060539552287,672.835399635666,226.95388053962446,6999.930209973997,165.13071734045917,5.486062948278887,5.45917685983203,4.060977018772992,3.0,7.0,3.0,0.3724520932432709,12.470562145943902,0.045559429068199354,1.880148295736343,74.06984975580399,506.3371148968951,10.217047706892851,1061.3426129898369,78.05424192674418,0.0,1.0,0.0,199.5
103,7069.96042321798,370.08887642307207,246.8589102897705,7075.080901507578,117.0075935829872,6.916605106162438,12.566323795361543,7.923297509545639,3.0,6.0,2.0,0.16901514366872877,28.05678800315688,0.0,1.928447107619055,74.905692836733,291.4005897499991,10.502206666941525,1137.6880917170258,65.09802297073436,1.0,0.0,0.0,160.5
104,4810.0,250.0,125.0,6872.0,156.5,0.0,7.5,10.0,3.0,2.0,3.0,0.1,0.0,0.0,4.0,69.7,269.2,8.3,666.7,2.0,0.0,0.0,1.0,235.0
105,20992.0,460.0,621.0,21726.0,91.7,9.0,3.0,6.0,3.0,7.0,2.0,0.2,1.2,0.0,4.0,77.2,289.2,10.1,1183.5,32.0,0.0,0.0,1.0,100.2
106,12458.0,725.0,14.0,13674.0,115.7,0.0,4.5,4.0,3.0,2.0,2.0,0.2,0.0,0.0,4.0,76.3,330.1,10.3,1280.2,117.0,0.0,0.0,1.0,144.2
107,83708.0,5440.0,4394.0,96507.0,67.5,0.0,3.5,17.0,1.0,2.0,5.0,0.2,2.0,0.0,1.5,76.5,209.7,11.6,1454.3,26.0,0.0,0.0,1.0,70.0
108,30000.0,1852.0,2418.0,38600.0,74.5,0.0,12.0,19.0,1.0,6.0,5.0,0.1,2.1,0.0,1.0,77.9,386.5,9.3,1426.3,59.0,1.0,0.0,0.0,81.1
109,22205.080839193717,887.9091009741015,532.922864302707,24000.10973016705,133.01634884676022,0.07739004717823182,7.0484446302067605,7.931184677921171,3.0,6.0,2.0,0.026012840940927304,0.5013659110084391,0.052899953976209196,2.105467817139207,73.63854346137467,939.2385797890457,7.340700927717439,956.0681920936111,49.166559346772914,0.0,0.0,1.0,138.0
110,20800.0,1028.0,588.0,21100.0,198.5,9.0,3.0,10.0,3.0,7.0,2.0,0.1,10.5,0.0,2.5,78.2,130.1,11.5,1379.0,43.0,0.0,0.0,1.0,230.0
111,6901.0,276.0,166.0,7500.0,84.0,0.0,7.0,22.0,4.0,2.0,2.0,0.2,0.0,0.0,7.0,76.6,1368.6,4.3,909.5,16.0,0.0,0.0,1.0,161.0
112,21000.0,2730.0,420.0,27510.0,131.1,0.0,8.0,6.0,3.0,2.0,5.0,0.2,9.0,0.0,2.0,73.1,25.0,15.8,1161.8,30.0,0.0,0.0,1.0,149.0
